hour,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
764,1.00393660,1.00630225,1.00639872,1.00204131,1.00625274,1.00866472,1.00549156,1.00602640,1.00586931,1.00194014,1.00318238,1.00158642,1.00576313,1.00475965,1.00711647,1.00256961,1.00247131,1.00432910
765,1.00875074,1.00235904,1.00148244,1.00260889,1.00145344,1.00503107,1.00285779,1.00358472,1.00653076,1.00437766,1.00676933,1.00688178,1.00213564,1.00604088,1.00273834,1.00543423,1.00242239,1.00712013
766,1.00724610,1.00825553,1.00866340,1.00396760,1.00837861,1.00465371,1.00718513,1.00784647,1.00612964,1.00827081,1.00346951,1.00219219,1.00597310,1.00865887,1.00691163,1.00275862,1.00775179,1.00503701
767,1.00182386,1.00420847,1.00457457,1.00377516,1.00413259,1.00474648,1.00651723,1.00529197,1.00333014,1.00341055,1.00676825,1.00735866,1.00695502,1.00253217,1.00181606,1.00501522,1.00358087,1.00629246
768,1.00315398,1.00401552,1.00774266,1.00775081,1.00272295,1.00186034,1.00666877,1.00198490,1.00308915,1.00358748,1.00751832,1.00847322,1.00102089,1.00198807,1.00463189,1.00765943,1.00711477,1.00761417
769,1.00189376,1.00180308,1.00372547,1.00587298,1.00474585,1.00285334,1.00350541,1.00799302,1.00394562,1.00311975,1.00416012,1.00414137,1.00111988,1.00373271,1.00550925,1.00628955,1.00480742,1.00115998
770,1.00845636,1.00221760,1.00148503,1.00561097,1.00791967,1.00481797,1.00762964,1.00372535,1.00105463,1.00139085,1.00342827,1.00200682,1.00729518,1.00367090,1.00268621,1.00647359,1.00660551,1.00810549
771,1.00879045,1.00436828,1.00645031,1.00123064,1.00641136,1.00734129,1.00503980,1.00861766,1.00290700,1.00734669,1.00786714,1.00728153,1.00864765,1.00398783,1.00632331,1.00779614,1.00710308,1.00581025
772,1.00439972,1.00709653,1.00630400,1.00299154,1.00315634,1.00353263,1.00784325,1.00882965,1.00508155,1.00151342,1.00398155,1.00840518,1.00296516,1.00378104,1.00167487,1.00438634,1.00150369,1.00549558
773,1.00133717,1.00610390,1.00807117,1.00270380,1.00549438,1.00532444,1.00182464,1.00488013,1.00516376,1.00855956,1.00602981,1.00237916,1.00161423,1.00235207,1.00396755,1.00700226,1.00761849,1.00333265
774,1.00636486,1.00227386,1.00820044,1.00162695,1.00856339,1.00721213,1.00186638,1.00885029,1.00505228,1.00220381,1.00500197,1.00515057,1.00463326,1.00860432,1.00111415,1.00409625,1.00628610,1.00592890
775,1.00671471,1.00846393,1.00125269,1.00876534,1.00224975,1.00811039,1.00386951,1.00520096,1.00326357,1.00183090,1.00301937,1.00661264,1.00286624,1.00503078,1.00682816,1.00848717,1.00516354,1.00198126
776,1.00683565,1.00304807,1.00369400,1.00215661,1.00810048,1.00701076,1.00432593,1.00130753,1.00601861,1.00798258,1.00279339,1.00421460,1.00602802,1.00887370,1.00472405,1.00229014,1.00481576,1.00740155
777,1.00889266,1.00236210,1.00553234,1.00648013,1.00353002,1.00700939,1.00493008,1.00506710,1.00516867,1.00536915,1.00678447,1.00180103,1.00228964,1.00220838,1.00630358,1.00318272,1.00348650,1.00190792
778,1.00829028,1.00357958,1.00384103,1.00760775,1.00864612,1.00172017,1.00619372,1.00510222,1.00537597,1.00672017,1.00367428,1.00484083,1.00659681,1.00638649,1.00515817,1.00452871,1.00402579,1.00105938
779,1.00381703,1.00287973,1.00482670,1.00564048,1.00872309,1.00788954,1.00505323,1.00144942,1.00433221,1.00323004,1.00401942,1.00638277,1.00582514,1.00403475,1.00142183,1.00148841,1.00566183,1.00306998
780,1.00619583,1.00683987,1.00299890,1.00649372,1.00856593,1.00169734,1.00871080,1.00676882,1.00791695,1.00448848,1.00403283,1.00442643,1.00247154,1.00860087,1.00882787,1.00443544,1.00220554,1.00453661
781,1.00854686,1.00834492,1.00697780,1.00330086,1.00651710,1.00557892,1.00388319,1.00570806,1.00225435,1.00694953,1.00804845,1.00669570,1.00251173,1.00130288,1.00809196,1.00354950,1.00366921,1.00522051
782,1.00238614,1.00339684,1.00769795,1.00705287,1.00583542,1.00605849,1.00762874,1.00164444,1.00627276,1.00628698,1.00774930,1.00456569,1.00582487,1.00208998,1.00782959,1.00600111,1.00846540,1.00823596
783,1.00224630,1.00383773,1.00255228,1.00493210,1.00418925,1.00475487,1.00838529,1.00628301,1.00692848,1.00505199,1.00897119,1.00198273,1.00717355,1.00789538,1.00107248,1.00825962,1.00830516,1.00474732
784,1.00467581,1.00799632,1.00529221,1.00875571,1.00777321,1.00821613,1.00886134,1.00860588,1.00882305,1.00242122,1.00740497,1.00682261,1.00603261,1.00808741,1.00741231,1.00576597,1.00672336,1.00149931
785,1.00872100,1.00233272,1.00584614,1.00243111,1.00315136,1.00210928,1.00796977,1.00189143,1.00729021,1.00511807,1.00525672,1.00241939,1.00128161,1.00461411,1.00591886,1.00451596,1.00738973,1.00815065
786,1.00696210,1.00353448,1.00851438,1.00202477,1.00824106,1.00604657,1.00258341,1.00447176,1.00417888,1.00714367,1.00342103,1.00752234,1.00481459,1.00634904,1.00302551,1.00279120,1.00568020,1.00375733
787,1.00551573,1.00844010,1.00401468,1.00158042,1.00265956,1.00167985,1.00350073,1.00867452,1.00309884,1.00324998,1.00391748,1.00647635,1.00434046,1.00475188,1.00223954,1.00431608,1.00785278,1.00323111
788,1.00441327,1.00543678,1.00600815,1.00521853,1.00704893,1.00724704,1.00416980,1.00840772,1.00627011,1.00675063,1.00336456,1.00616809,1.00408915,1.00631752,1.00338170,1.00260791,1.00871857,1.00604110
789,1.00160857,1.00320182,1.00574181,1.00170747,1.00575503,1.00318437,1.00732293,1.00621094,1.00273500,1.00584025,1.00113284,1.00438208,1.00583287,1.00540116,1.00304040,1.00590242,1.00473907,1.00380065
790,1.00540408,1.00718864,1.00210745,1.00525257,1.00596806,1.00265246,1.00284500,1.00123590,1.00289097,1.00272756,1.00607129,1.00124753,1.00467308,1.00181721,1.00548955,1.00795517,1.00516390,1.00518626
791,1.00816572,1.00437936,1.00536557,1.00458330,1.00520627,1.00671377,1.00265916,1.00259237,1.00671366,1.00676082,1.00566759,1.00793479,1.00109723,1.00622957,1.00207876,1.00856596,1.00300869,1.00395047
792,1.00372334,1.00247615,1.00309329,1.00513054,1.00376750,1.00838522,1.00543905,1.00630507,1.00805353,1.00538315,1.00744324,1.00553499,1.00547491,1.00162533,1.00867538,1.00755780,1.00305728,1.00170783
793,1.00734132,1.00167768,1.00807983,1.00812622,1.00679802,1.00586849,1.00591271,1.00153964,1.00191049,1.00215831,1.00150341,1.00777952,1.00315245,1.00521688,1.00463175,1.00292885,1.00789922,1.00272314
794,1.00440619,1.00101001,1.00116746,1.00136696,1.00176954,1.00154112,1.00651135,1.00538604,1.00325900,1.00816120,1.00783343,1.00691955,1.00513030,1.00787807,1.00100376,1.00384976,1.00636600,1.00582900
795,1.00779014,1.00173093,1.00109984,1.00339006,1.00194467,1.00125686,1.00620920,1.00838832,1.00485748,1.00419877,1.00473875,1.00262142,1.00210666,1.00551246,1.00465251,1.00634715,1.00136836,1.00335594
796,1.00291591,1.00522520,1.00573560,1.00421779,1.00880726,1.00743476,1.00399992,1.00749260,1.00705213,1.00716370,1.00429602,1.00364882,1.00163782,1.00765039,1.00346991,1.00846103,1.00887200,1.00860832
797,1.00335436,1.00362557,1.00346172,1.00735994,1.00522033,1.00871744,1.00634400,1.00619867,1.00317763,1.00135030,1.00327233,1.00286186,1.00246487,1.00798559,1.00189587,1.00360876,1.00792590,1.00345575
798,1.00522454,1.00129754,1.00678112,1.00422662,1.00867333,1.00424189,1.00228178,1.00376610,1.00123729,1.00116728,1.00616511,1.00892593,1.00608092,1.00287361,1.00537120,1.00596881,1.00839552,1.00541445
799,1.00821437,1.00283515,1.00674471,1.00858792,1.00221296,1.00569277,1.00127341,1.00895801,1.00193142,1.00738196,1.00161075,1.00289767,1.00615927,1.00759693,1.00140943,1.00190219,1.00399630,1.00376122
800,1.00636958,1.00303669,1.00475057,1.00143750,1.00822933,1.00126519,1.00784312,1.00321868,1.00367733,1.00104703,1.00237281,1.00391996,1.00382807,1.00438917,1.00897950,1.00270505,1.00396592,1.00796373
801,1.00547184,1.00487149,1.00809360,1.00238988,1.00486733,1.00291694,1.00742889,1.00791903,1.00344756,1.00667882,1.00828012,1.00872690,1.00729385,1.00624558,1.00152852,1.00606037,1.00421116,1.00757342
802,1.00584763,1.00231851,1.00546141,1.00244052,1.00651468,1.00847283,1.00644980,1.00661920,1.00597038,1.00528336,1.00132179,1.00162662,1.00294202,1.00550675,1.00873190,1.00370273,1.00112504,1.00498691
803,1.00658596,1.00841088,1.00183314,1.00273858,1.00743713,1.00300345,1.00725867,1.00493515,1.00449013,1.00743900,1.00819176,1.00889130,1.00550415,1.00722388,1.00177634,1.00879454,1.00739194,1.00799721
804,1.00716425,1.00824941,1.00639712,1.00318021,1.00467997,1.00681235,1.00616561,1.00145245,1.00187265,1.00278510,1.00382394,1.00846991,1.00538424,1.00737780,1.00274688,1.00101492,1.00487693,1.00373157
805,1.00507490,1.00298975,1.00118109,1.00869777,1.00204249,1.00765837,1.00221188,1.00767216,1.00372368,1.00376612,1.00192851,1.00240020,1.00444212,1.00897542,1.00177985,1.00186908,1.00692500,1.00857628
806,1.00431673,1.00679398,1.00377371,1.00364696,1.00390168,1.00127001,1.00502419,1.00841592,1.00271094,1.00181532,1.00618290,1.00395887,1.00437883,1.00890026,1.00120939,1.00541242,1.00824843,1.00207045
807,1.00595039,1.00873363,1.00478740,1.00271957,1.00340845,1.00407749,1.00198124,1.00534245,1.00181499,1.00521378,1.00684544,1.00688253,1.00788951,1.00698697,1.00517028,1.00520957,1.00221650,1.00311558
808,1.00199555,1.00674742,1.00194554,1.00242584,1.00159860,1.00609218,1.00696130,1.00682672,1.00479093,1.00880986,1.00437423,1.00367626,1.00541440,1.00552334,1.00672649,1.00202373,1.00218650,1.00280827
809,1.00145148,1.00284622,1.00519756,1.00591065,1.00575372,1.00311230,1.00687567,1.00846834,1.00474185,1.00200404,1.00436102,1.00564052,1.00240660,1.00867113,1.00182174,1.00513292,1.00548938,1.00372771
810,1.00825598,1.00326190,1.00569530,1.00348008,1.00320878,1.00543332,1.00368214,1.00878939,1.00279668,1.00310077,1.00162070,1.00464799,1.00395624,1.00811160,1.00718753,1.00259714,1.00643347,1.00182002
811,1.00873002,1.00389974,1.00842768,1.00863369,1.00546898,1.00227955,1.00725064,1.00129342,1.00175286,1.00732951,1.00402668,1.00191039,1.00617157,1.00841945,1.00138560,1.00676136,1.00691782,1.00786278
812,1.00511806,1.00455661,1.00770216,1.00664370,1.00628937,1.00536370,1.00676470,1.00135759,1.00374857,1.00470114,1.00513174,1.00390383,1.00285294,1.00774118,1.00282711,1.00897615,1.00330885,1.00514551
813,1.00258595,1.00785301,1.00143901,1.00184810,1.00711985,1.00589956,1.00764975,1.00599386,1.00748567,1.00184485,1.00343831,1.00338799,1.00675710,1.00705125,1.00166164,1.00268163,1.00769653,1.00103118
814,1.00439065,1.00506499,1.00435880,1.00556237,1.00320596,1.00788016,1.00346910,1.00776110,1.00211702,1.00878690,1.00686339,1.00495094,1.00789623,1.00485149,1.00262656,1.00591099,1.00305964,1.00206825
815,1.00133125,1.00868173,1.00337324,1.00275879,1.00854677,1.00698732,1.00883280,1.00466655,1.00265852,1.00547309,1.00833187,1.00507424,1.00591249,1.00381313,1.00167286,1.00884713,1.00249368,1.00266622
816,1.00139904,1.00128860,1.00169458,1.00545950,1.00374262,1.00549280,1.00198262,1.00127240,1.00163214,1.00691141,1.00810082,1.00602852,1.00850252,1.00856961,1.00679930,1.00863024,1.00645084,1.00399815
817,1.00758470,1.00589665,1.00622633,1.00570278,1.00666264,1.00118769,1.00189482,1.00176759,1.00200850,1.00368217,1.00775872,1.00862649,1.00896937,1.00866168,1.00859710,1.00250939,1.00733449,1.00242791
818,1.00538436,1.00546432,1.00568449,1.00497650,1.00279163,1.00591314,1.00559468,1.00757218,1.00609266,1.00253770,1.00377382,1.00857398,1.00192055,1.00722908,1.00140316,1.00466468,1.00200670,1.00526884
819,1.00775650,1.00191311,1.00714694,1.00221381,1.00856887,1.00444763,1.00847667,1.00870605,1.00489569,1.00709082,1.00182111,1.00197213,1.00692762,1.00493852,1.00885236,1.00597399,1.00526085,1.00229010
820,1.00285643,1.00234494,1.00475113,1.00579370,1.00635300,1.00450683,1.00485407,1.00863798,1.00678191,1.00769621,1.00870603,1.00482630,1.00451913,1.00309887,1.00821618,1.00362767,1.00526344,1.00783653
821,1.00783779,1.00527379,1.00564380,1.00527014,1.00899762,1.00884860,1.00274457,1.00123450,1.00797963,1.00331946,1.00604010,1.00717066,1.00501871,1.00225875,1.00514844,1.00134539,1.00565976,1.00156911
822,1.00804388,1.00628937,1.00536079,1.00584160,1.00877281,1.00236885,1.00586399,1.00312364,1.00534102,1.00246368,1.00118972,1.00409550,1.00831067,1.00507283,1.00125972,1.00529418,1.00687041,1.00765359
823,1.00418007,1.00681284,1.00448849,1.00408865,1.00632389,1.00378127,1.00160736,1.00822222,1.00242623,1.00795047,1.00780500,1.00138016,1.00459741,1.00175805,1.00788600,1.00677817,1.00866453,1.00563682
824,1.00272511,1.00381314,1.00251147,1.00227450,1.00461790,1.00262976,1.00771984,1.00670260,1.00685360,1.00767760,1.00779546,1.00144244,1.00812875,1.00350515,1.00380970,1.00812472,1.00425297,1.00127673
825,1.00782222,1.00637002,1.00364768,1.00810655,1.00753243,1.00816674,1.00880180,1.00531450,1.00544980,1.00259478,1.00840274,1.00779490,1.00187732,1.00180741,1.00662124,1.00544770,1.00190708,1.00393844
826,1.00858595,1.00388719,1.00667537,1.00439411,1.00670558,1.00140155,1.00359403,1.00449549,1.00870970,1.00151279,1.00439641,1.00776285,1.00230277,1.00101023,1.00762147,1.00640719,1.00766411,1.00612304
827,1.00368869,1.00301150,1.00600878,1.00143295,1.00215849,1.00385853,1.00873635,1.00351881,1.00694607,1.00350283,1.00411827,1.00509815,1.00837607,1.00555705,1.00702310,1.00338431,1.00332336,1.00225261
828,1.00870334,1.00226607,1.00153772,1.00334032,1.00322068,1.00359194,1.00255246,1.00297574,1.00286403,1.00658085,1.00703031,1.00152109,1.00543417,1.00143826,1.00127497,1.00255396,1.00460920,1.00698077
829,1.00686451,1.00144026,1.00600338,1.00791007,1.00488272,1.00230514,1.00195763,1.00389659,1.00232452,1.00546507,1.00340846,1.00587324,1.00113972,1.00131440,1.00660947,1.00750298,1.00723189,1.00854434
830,1.00415835,1.00125957,1.00630902,1.00627848,1.00756402,1.00402110,1.00815407,1.00390340,1.00252057,1.00860713,1.00371665,1.00178447,1.00754725,1.00341136,1.00804754,1.00432013,1.00703785,1.00159705
831,1.00248168,1.00563182,1.00244916,1.00346169,1.00320167,1.00443704,1.00236365,1.00337319,1.00232611,1.00741975,1.00205661,1.00757728,1.00392913,1.00198571,1.00516094,1.00604009,1.00337842,1.00417016
832,1.00466898,1.00585713,1.00544099,1.00671363,1.00707279,1.00884823,1.00317132,1.00156894,1.00823153,1.00526449,1.00686427,1.00514001,1.00285617,1.00471944,1.00141846,1.00212496,1.00796037,1.00211023
833,1.00674452,1.00347779,1.00624339,1.00102916,1.00710906,1.00249943,1.00164451,1.00798911,1.00678666,1.00363671,1.00397510,1.00428304,1.00429502,1.00411089,1.00715250,1.00423451,1.00644122,1.00697245
834,1.00762311,1.00138696,1.00415572,1.00450668,1.00805025,1.00891114,1.00815126,1.00439749,1.00394613,1.00783322,1.00714452,1.00185089,1.00689601,1.00881521,1.00171069,1.00756229,1.00368654,1.00888815
835,1.00137579,1.00878991,1.00225410,1.00600219,1.00625434,1.00508173,1.00562618,1.00423930,1.00492562,1.00495743,1.00139855,1.00823350,1.00255138,1.00160433,1.00707543,1.00598020,1.00600837,1.00455537
836,1.00491375,1.00626258,1.00297441,1.00219529,1.00260099,1.00413688,1.00828661,1.00897559,1.00767952,1.00350465,1.00460012,1.00794185,1.00133545,1.00553574,1.00187203,1.00150219,1.00566109,1.00132663
837,1.00691508,1.00488271,1.00700852,1.00251659,1.00596173,1.00723267,1.00310811,1.00349125,1.00439715,1.00638150,1.00853041,1.00435585,1.00107267,1.00400747,1.00890411,1.00437567,1.00334695,1.00616964
838,1.00268734,1.00170220,1.00566086,1.00236283,1.00753126,1.00571113,1.00215064,1.00862400,1.00357989,1.00353476,1.00719835,1.00581710,1.00833037,1.00738191,1.00273723,1.00596838,1.00688245,1.00332895
839,1.00228375,1.00514075,1.00334903,1.00606907,1.00485398,1.00500283,1.00663372,1.00116181,1.00658006,1.00391996,1.00867614,1.00520789,1.00144519,1.00368448,1.00648319,1.00845239,1.00553246,1.00345429
840,1.00198217,1.00404427,1.00889925,1.00496337,1.00854926,1.00371312,1.00524733,1.00589348,1.00823474,1.00302861,1.00749692,1.00687999,1.00508439,1.00687003,1.00179555,1.00795544,1.00199058,1.00689568
841,1.00797324,1.00747351,1.00273428,1.00652180,1.00604332,1.00746599,1.00453391,1.00132548,1.00439035,1.00444192,1.00472963,1.00410242,1.00674995,1.00590662,1.00700161,1.00617852,1.00663698,1.00475618
842,1.00597728,1.00180509,1.00813301,1.00453980,1.00103797,1.00694761,1.00844041,1.00650921,1.00206588,1.00777353,1.00128640,1.00242677,1.00274624,1.00627293,1.00322172,1.00246170,1.00591103,1.00185427
843,1.00349735,1.00755874,1.00827252,1.00145663,1.00632749,1.00172019,1.00489781,1.00885799,1.00859547,1.00503037,1.00889864,1.00315519,1.00806339,1.00740495,1.00190065,1.00458023,1.00417520,1.00756661
844,1.00700363,1.00554994,1.00255586,1.00676764,1.00288051,1.00660089,1.00733406,1.00790716,1.00153808,1.00225635,1.00677715,1.00543384,1.00363204,1.00212581,1.00717694,1.00293232,1.00342008,1.00578212
845,1.00785959,1.00554318,1.00384066,1.00510474,1.00262766,1.00392753,1.00391590,1.00270139,1.00331107,1.00483991,1.00735101,1.00741428,1.00480062,1.00648826,1.00139799,1.00757127,1.00509425,1.00589197
846,1.00515419,1.00461450,1.00431469,1.00790614,1.00147299,1.00774504,1.00874183,1.00695211,1.00825915,1.00735489,1.00492922,1.00355369,1.00466285,1.00566949,1.00261015,1.00153274,1.00720799,1.00756779
847,1.00639809,1.00650430,1.00544802,1.00304669,1.00590600,1.00352247,1.00355611,1.00527058,1.00252122,1.00154614,1.00187111,1.00752390,1.00521943,1.00713455,1.00476970,1.00218473,1.00374532,1.00783578
848,1.00526861,1.00862446,1.00136970,1.00190950,1.00695803,1.00595106,1.00875835,1.00199527,1.00262252,1.00687132,1.00212160,1.00418119,1.00544145,1.00455176,1.00615797,1.00192726,1.00486818,1.00601007
849,1.00319369,1.00131125,1.00520496,1.00729906,1.00705771,1.00312555,1.00383648,1.00501639,1.00304456,1.00443955,1.00154618,1.00592939,1.00849050,1.00108039,1.00126204,1.00413672,1.00814289,1.00520302
850,1.00869258,1.00703469,1.00160979,1.00317398,1.00667462,1.00159063,1.00830964,1.00480933,1.00184570,1.00414206,1.00595331,1.00422162,1.00552368,1.00787638,1.00744736,1.00612587,1.00100085,1.00667944
851,1.00734285,1.00649188,1.00494238,1.00755896,1.00225745,1.00450162,1.00379217,1.00443684,1.00559408,1.00788958,1.00712439,1.00898315,1.00873388,1.00187684,1.00169333,1.00766842,1.00832381,1.00318419
852,1.00183352,1.00799979,1.00428660,1.00260607,1.00491965,1.00716635,1.00111374,1.00749167,1.00185890,1.00808256,1.00375072,1.00785163,1.00195950,1.00149475,1.00596122,1.00711572,1.00434751,1.00395070
853,1.00169780,1.00117877,1.00175929,1.00472819,1.00238915,1.00228940,1.00422276,1.00652447,1.00800435,1.00438215,1.00199392,1.00899218,1.00102717,1.00243895,1.00257658,1.00511645,1.00416016,1.00633857
854,1.00428340,1.00413885,1.00455225,1.00540062,1.00373181,1.00432258,1.00179489,1.00222574,1.00229394,1.00528895,1.00529424,1.00260998,1.00418238,1.00420156,1.00619184,1.00693725,1.00373073,1.00625285
855,1.00495725,1.00686523,1.00265647,1.00753812,1.00444596,1.00400394,1.00131481,1.00717409,1.00334981,1.00762957,1.00167842,1.00887264,1.00767276,1.00516949,1.00191424,1.00353867,1.00615382,1.00551272
856,1.00284464,1.00282376,1.00177882,1.00283621,1.00272223,1.00874089,1.00128585,1.00239860,1.00159108,1.00526944,1.00217185,1.00740029,1.00497714,1.00640882,1.00560348,1.00720425,1.00828106,1.00378774
857,1.00763420,1.00668149,1.00790437,1.00192005,1.00488331,1.00897989,1.00868861,1.00185245,1.00549349,1.00839651,1.00519888,1.00444141,1.00367910,1.00363774,1.00180178,1.00846315,1.00200335,1.00284177
858,1.00343577,1.00126398,1.00316798,1.00491181,1.00823345,1.00485240,1.00826857,1.00667287,1.00854362,1.00655494,1.00607332,1.00649088,1.00531301,1.00748524,1.00161246,1.00773489,1.00494006,1.00426510
859,1.00352039,1.00132637,1.00692239,1.00731380,1.00395606,1.00337549,1.00223503,1.00717560,1.00262927,1.00846679,1.00688957,1.00667550,1.00645990,1.00439337,1.00394213,1.00488853,1.00749072,1.00878378
860,1.00407088,1.00462030,1.00332641,1.00589435,1.00686534,1.00384013,1.00297728,1.00315663,1.00812820,1.00683261,1.00882377,1.00615485,1.00869230,1.00760763,1.00899886,1.00349931,1.00839351,1.00529112
861,1.00696169,1.00343782,1.00763049,1.00276715,1.00799616,1.00699320,1.00586556,1.00872044,1.00813370,1.00394826,1.00142062,1.00523835,1.00517691,1.00425559,1.00313381,1.00159052,1.00241808,1.00119819
862,1.00426858,1.00136053,1.00801889,1.00721306,1.00763489,1.00712030,1.00250136,1.00160053,1.00146009,1.00808708,1.00363877,1.00845551,1.00140028,1.00830312,1.00450996,1.00850251,1.00597883,1.00418197
863,1.00327651,1.00441597,1.00332552,1.00267296,1.00784605,1.00525490,1.00472262,1.00524637,1.00259326,1.00596678,1.00662834,1.00448333,1.00586056,1.00704593,1.00694052,1.00215829,1.00274650,1.00506705
864,1.00569886,1.00548294,1.00127608,1.00440321,1.00845822,1.00766818,1.00740732,1.00263783,1.00185895,1.00166366,1.00870943,1.00241609,1.00473346,1.00318148,1.00414682,1.00238116,1.00650021,1.00359030
865,1.00308718,1.00488852,1.00719487,1.00853630,1.00250780,1.00268322,1.00497407,1.00356809,1.00635651,1.00752697,1.00334846,1.00484527,1.00850769,1.00350663,1.00875551,1.00185410,1.00169523,1.00857362
866,1.00616622,1.00413069,1.00111891,1.00364462,1.00487175,1.00633701,1.00386015,1.00312927,1.00362552,1.00165502,1.00147622,1.00854282,1.00180265,1.00486285,1.00337097,1.00833735,1.00295422,1.00157223
867,1.00270120,1.00899422,1.00689228,1.00485419,1.00210514,1.00279518,1.00163817,1.00826620,1.00780580,1.00450839,1.00597813,1.00572964,1.00550692,1.00452539,1.00558075,1.00888185,1.00356357,1.00350390
868,1.00390692,1.00163076,1.00374811,1.00585849,1.00797746,1.00205184,1.00753269,1.00305256,1.00459935,1.00308647,1.00645466,1.00771445,1.00803879,1.00648005,1.00342194,1.00643457,1.00841647,1.00868698
869,1.00576614,1.00392796,1.00190888,1.00655890,1.00391888,1.00869054,1.00362948,1.00114033,1.00780739,1.00445039,1.00513618,1.00650592,1.00675779,1.00583316,1.00110664,1.00456400,1.00777447,1.00133252
870,1.00111221,1.00465302,1.00382368,1.00301258,1.00353680,1.00276313,1.00816592,1.00503161,1.00546247,1.00771402,1.00457697,1.00242653,1.00536831,1.00730156,1.00771447,1.00175348,1.00723704,1.00872130
871,1.00750548,1.00144566,1.00214156,1.00827441,1.00159233,1.00389968,1.00862881,1.00116840,1.00795109,1.00826269,1.00880541,1.00505261,1.00445108,1.00581329,1.00714821,1.00719495,1.00329407,1.00362298
872,1.00621087,1.00580654,1.00595748,1.00707539,1.00422326,1.00863639,1.00687681,1.00256077,1.00486659,1.00188035,1.00635765,1.00291619,1.00619935,1.00362296,1.00821329,1.00462626,1.00347652,1.00818864
873,1.00367782,1.00439806,1.00221918,1.00215556,1.00413506,1.00207863,1.00372631,1.00243271,1.00783566,1.00187657,1.00516214,1.00319242,1.00590250,1.00220853,1.00766431,1.00733152,1.00405055,1.00873858
874,1.00118212,1.00392711,1.00780259,1.00212086,1.00804415,1.00514792,1.00244582,1.00702494,1.00734498,1.00323161,1.00573185,1.00832030,1.00412050,1.00128617,1.00229572,1.00602232,1.00763806,1.00745226
875,1.00835742,1.00245074,1.00120988,1.00182268,1.00414036,1.00198653,1.00372123,1.00766927,1.00135963,1.00196759,1.00129462,1.00762542,1.00158629,1.00742378,1.00749058,1.00730670,1.00411102,1.00390576
876,1.00293285,1.00562236,1.00842898,1.00274850,1.00180350,1.00800801,1.00713103,1.00735743,1.00238951,1.00140138,1.00367893,1.00206861,1.00173577,1.00665209,1.00830305,1.00509661,1.00417872,1.00878274
877,1.00369429,1.00290677,1.00695885,1.00688976,1.00607796,1.00512674,1.00866537,1.00637264,1.00270009,1.00463480,1.00201132,1.00126974,1.00894908,1.00145292,1.00632976,1.00708836,1.00111584,1.00477732
878,1.00780087,1.00244345,1.00263140,1.00471349,1.00459590,1.00754304,1.00840118,1.00392213,1.00886817,1.00477575,1.00679203,1.00545104,1.00737693,1.00856567,1.00327549,1.00275807,1.00728376,1.00840610
879,1.00442421,1.00503813,1.00431979,1.00506005,1.00860007,1.00380447,1.00311381,1.00151748,1.00325636,1.00306378,1.00250957,1.00489376,1.00499114,1.00734952,1.00834134,1.00519827,1.00107734,1.00373360
880,1.00628444,1.00416046,1.00245914,1.00858287,1.00669480,1.00262972,1.00287154,1.00582820,1.00787398,1.00791399,1.00511222,1.00675756,1.00691602,1.00581907,1.00885379,1.00228066,1.00654645,1.00598562
881,1.00402272,1.00770979,1.00589948,1.00732214,1.00279937,1.00819532,1.00710225,1.00309920,1.00700719,1.00896772,1.00408703,1.00496388,1.00614468,1.00183231,1.00569570,1.00723707,1.00481895,1.00627248
882,1.00841818,1.00810377,1.00617482,1.00564773,1.00481930,1.00754853,1.00481921,1.00377607,1.00421552,1.00149462,1.00252878,1.00507783,1.00490859,1.00165033,1.00434308,1.00182708,1.00452509,1.00678018
883,1.00549336,1.00650522,1.00766368,1.00444048,1.00594483,1.00622658,1.00445721,1.00303603,1.00406821,1.00672833,1.00494031,1.00115047,1.00864745,1.00414747,1.00212532,1.00107957,1.00396490,1.00579691
884,1.00589415,1.00321214,1.00809065,1.00501383,1.00220711,1.00764535,1.00766134,1.00626877,1.00890341,1.00116644,1.00165821,1.00846441,1.00731541,1.00813287,1.00221432,1.00727839,1.00767815,1.00605510
885,1.00200138,1.00729192,1.00582651,1.00751143,1.00631291,1.00642544,1.00472893,1.00856607,1.00548864,1.00711313,1.00882669,1.00662418,1.00779624,1.00863496,1.00252912,1.00717586,1.00440691,1.00870609
886,1.00695730,1.00226813,1.00480293,1.00447200,1.00808964,1.00873810,1.00308854,1.00135854,1.00455429,1.00177434,1.00202138,1.00516569,1.00456884,1.00803328,1.00381459,1.00399205,1.00859589,1.00607656
887,1.00721876,1.00680802,1.00842188,1.00213420,1.00246022,1.00463884,1.00624499,1.00632878,1.00807794,1.00544369,1.00853915,1.00576025,1.00332382,1.00165506,1.00873713,1.00317975,1.00873224,1.00599474
888,1.00377863,1.00577033,1.00590787,1.00644258,1.00346844,1.00380058,1.00549978,1.00405480,1.00739282,1.00318288,1.00202543,1.00867267,1.00182525,1.00402376,1.00441277,1.00616158,1.00738529,1.00494623
889,1.00347190,1.00536595,1.00618877,1.00549579,1.00538160,1.00841103,1.00450732,1.00576488,1.00175370,1.00173887,1.00742856,1.00473995,1.00334971,1.00736623,1.00544311,1.00202157,1.00689482,1.00294272
